标题,标题链接,头像,字段1,xi2,num,字段2,字段3,new
英语口语一起练,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762544&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-23,4,1106,MC_Tonly,,
请问在学校拍婚纱照要申请吗？叫婚纱店来拍的那种。,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=974821&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-11-12,24,3477,爱在新生,,
寻17级新生的助班师兄师姐们,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762619&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-27,2,751,angelina2018,,
求个教育邮箱,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762602&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-26,1,612,ChenJY2163,,
数学建模求组队!,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762399&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-12,1,1056,Ross1997,,
求问，学校附近哪里学鼓好？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762589&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-25,0,606,啊Sam,,
学校附近有没有琴行,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762587&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-25,0,564,啊Sam,,
请问：华农，五山街的笨牛书店，还在吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1178049&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-2-18,21,3570,samfisher,,
求大华农艺术设计的同学们带带小白,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762501&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-20,2,660,匿名,,
"请问哪位大大有选修课""战略与人生”陈雷老师的联系方式，急需！",http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762182&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-7,1,673,人在旅途啊啊,,
暑假哪里有可以自习的教室,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762517&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-21,3,672,zhanlijuan,,
请问暑假打印店有开吗？(｀＾′?,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762236&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-11,10,951,201519080430,,
寻经管学院穿民族服装的大一师妹,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761580&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-7-1,5,1369,白蓝色,,
图书馆的书,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760601&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-23,13,1622,五阿哥MY,,
华农三下乡团队缺人吗？求加入,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761349&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-6-21,2,995,维欧美內调祛斑,,
暑假图书馆一周只开两天，没地方去了。,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761850&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-7-17,3,931,hahacjy,,
有同学想拍写真吗？师兄帮你免费拍照哦~！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761398&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-6-22,5,1441,limeihua,,
考驾照的注意了，千万不能报安顺驾校,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1762161&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-8-4,3,1163,limeihua,,
第一届丁颍杯辩论大赛总决赛之“华农教四是华农孩子心中的自由女神”（正方节选）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=239732&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2011-6-13,17,3453,中天网络,,
在华农想给冰箱加雪种，求联系方式和价格,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761992&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-7-26,1,691,我是来把妹的,,
【想健身的可以看看，华农附近健身房介绍】（未完）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=903433&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-13,29,7833,ffactress,,
建筑学的专业请进进来,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=145364&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2010-4-30,13,2484,caliva,,
现在的新生都不上红满堂了？都玩什么啊？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760549&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-21,16,1981,软工CJH,,
请问一下在校的师弟师妹们，现在学校里有没有功能性食品相关的课程,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761550&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-6-30,7,834,luhetd,,
17转数信计算机的一些经验~~,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1555031&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-12,11,1946,tong115940,,
华南农学院,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761632&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-7-3,4,822,俄防辐射服,,
环境设计和产品设计专业需要数位板吗,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1761588&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-7-2,4,998,killua44,,
=============== 2016-2017年华农校方重要通知汇总 ==============,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759071&extra=page%3D3,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-5,7,1766,圆碌碌哒汤圆节,,
拍毕业照穿什么,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758634&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-23,19,2737,唐辉,,
【2017毕业季の我的华农】珍藏你的华农片羽，撰写你的华农关键词,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760424&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-17,9,2258,千古罪人,,
回学校拍婚纱照的咨询：）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760059&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-7,7,1568,Ex_calibur_,,
请问我们华农有对外卖种子的吗,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1158593&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-1-3,2,1545,Bencool,,
华农有为青年,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760745&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-29,0,948,dream_moving,,
华农深圳校友联络群（资环学院）微信群建立,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760545&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-21,5,1101,梁先生减肥,,
啊，伟大的hmt 谁能借一套本科学士服 周六或周日用*男*,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760145&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-10,1,936,梁先生减肥,,
师兄师姐们什么时候要搬离宿舍？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760584&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-22,6,1003,梁先生减肥,,
【通知】 游泳池开放+2017年度游泳证办理,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760172&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-11,11,1812,圆碌碌哒汤圆节,,
莘园缦绮优买正装联系方式？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=904715&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-17,5,1592,2012李缘,,
有人知道公管是什么时候拍毕业照吗,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760367&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-16,1,985,ChenJY2163,,
点击链接加入群【17华南农大研究生交流】,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760360&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-16,0,1067,jasonguo郭杰,,
问卷调查求帮忙！！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758996&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-1,1,961,laozhang1991,,
华农酸奶还有得喝吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758786&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-24,15,2216,义工联张姑娘,,
本科毕业论文,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1760233&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-5-12,3,1044,ChenJY2163,,
"快拍毕业照了,想问下你们的正装是买的还是租的??",http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=901080&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-7,29,3765,2012李缘,,
求推荐眼镜店,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919342&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-23,13,2016,wxh_2012,,
求问求问关于学费补退的,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759680&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-23,3,1176,梁先生减肥,,
华农哪里有制作班服的,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758858&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-27,7,1252,招兼职的doreen,,
本人张昌桢 工程学院研究生  启林北到六一区之间丢失一钱包，拾到重谢，万分感谢！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759827&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-29,1,1120,圆碌碌哒汤圆节,,
求问求问经管会计专业课表,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759759&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-27,6,1221,ChenJY2163,,
留住回忆,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759776&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-27,1,1000,圆碌碌哒汤圆节,,
Fpt有MATlab数学软件吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=468876&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2013-5-12,8,1665,Quee,,
【通知】 关于2016学年第二学期学生体质测试补测的通知,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759743&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-26,0,942,圆碌碌哒汤圆节,,
启林、泰山、黑山安装空调计划（3.19更新泰山安装计划）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1214522&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-2-23,8,2043,圆碌碌哒汤圆节,,
奇了怪了,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759555&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-22,1,976,ChenJY2163,,
公司想进学校搞活动，求校学生会里相关部门的联系方式,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759542&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-21,1,1077,ChenJY2163,,
大家什么时候拍毕业照，留个学院和时间,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758949&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-31,15,2021,ChenJY2163,,
2013级和研究生们请进～,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759475&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-19,1,1176,ChenJY2163,,
why why,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759431&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-18,4,1052,ChenJY2163,,
关于华农茶叶问题的咨询~,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758844&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-27,10,1301,serendipity-ing,,
华农情感区,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1633587&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-16,22,1698,benny_yang621,,
华农校巴线路图（2017-03-13更新）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1725367&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-21,14,3650,benny_yang621,,
快毕业了，心情如何？留些脚印,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1583885&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-14,2,1054,benny_yang621,,
【通知】 毕业生银行卡与校园卡自动转账功能取消啦,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759290&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-12,8,1497,ChenJY2163,,
【通知】 校巴定时开通华山学生区到校门口路线啦,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759187&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-7,12,1076,风风风了,,
紫荆花开时分,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1607617&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-15,6,1199,回首昨日风景,,
华农实时校巴查询测试页（已弃用）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758944&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-30,20,1543,回首昨日风景,,
请问咱们华农艺术学院有油画系吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1759081&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-4-6,2,701,郝楠仁,,
如何请求学院网站管理员删除涉嫌侵权的公示？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758945&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-30,9,869,礼茶德,,
我想向所有被我加好友的同学说一句对不起,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758911&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-30,4,1048,嘻哈子,,
二手市场是谁设计的啊 真是有毒啊,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=963062&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-9-4,21,2874,黄土高原,,
理解能力,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758575&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-23,1,588,zunxikafei,,
绿毛龟,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1758580&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-23,0,586,yjsskggw002,,
学校宿舍着火事件居然没有人提啊……,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=900231&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-4,21,3374,qinghongyingwa,,
求助农科院的同学！！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1206155&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-2-22,1,1003,上海颍盛机械,,
帮问 校医院有没有肛肠科呢,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1555847&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-12,5,835,温柔生的茧,,
今年的紫荆节是啥时候呢,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1453698&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-6,7,913,atmpower,,
紫荆之恋——寻找那份情怀,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=1656511&extra=page%3D4,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2017-3-17,8,955,随风自由,,
